"23","プログラミング教室","Web開発","My_DB仕様","","2018-11-14","tab付きの画面展開でプログラムの多機能化を実現","My_DBプロジェクトの検索画面とDBデータの作成・編集の画面とをTabを切り替えて実現可能かを検討する。　　結論：下記の関連５のSampleで可能の模様&lt;br&gt;　　sample：htdocs/Javas_samp/Combo_Drop/ex01/index.html　（含むjs,css）&lt;br&gt;　　　さらに　htdocs/Javas_samp/Combo_Drop/ex01/index_B.htmlでは別のボタンで画面切り替え確認&lt;br&gt;&lt;br&gt;2018.11.16　検索画面と編集画面をTab切り替えで実現するフレームワークを作成&lt;br&gt;　　最新版：htdocs/Aloha-Editor-1.4.50/src/demo/mydb/MyDB_final_tab_02.php&lt;br&gt;　　　　　　環境はEditor側に合わせ、MySQLサイドを持ち込みOK,編集画面を表画面、検索画面を裏として&lt;br&gt;　　　　　　一応機能的にはOK.但し、編集画面側のボタン類や画面Styleなどがうまくいっていない。&lt;br&gt;　　　&lt;br&gt;関連５：タブ切り替えで、JavaScriptの基本を学ぶ(1) クリックイベントを書いてみよう &lt;br&gt;&lt;br&gt;関連３：簡単なタブ切り替え機能の実装&lt;br&gt;&lt;br&gt;&lt;br&gt;&lt;br&gt;関連２：jQueryのEasyUIチュートリアル&lt;br&gt;&lt;br&gt;関連１：ウィンドウ名の取得・設定／ウィンドウの開閉／ウィンドウの存在有無確認&lt;br&gt;&lt;br&gt;関連４：データの受け渡しができるサブウインドウ(モーダルダイアログ)を開く方法"
"24","プログラミング教室","Web開発","My_DB仕様","検索と表示","2018-11-13","wordpress My_DBプロジェクト（５）","2018.11.13 My_DBの検索画面と機能に関するプログラムを略完成　　&rarr;htdocs/WP_APP/App_html/MyDB_search_table_03.php（MyDBのdataを編集して試作確認OK)&lt;br&gt;&lt;br&gt;?Dy_DBからの全件抽出から検索Tree構造部分の検索ダータdata及び転置のdata_dを作成&lt;br&gt;　（最終的にはdata_dのみで可）&lt;br&gt;?４階層のTree構造を元に４つのComboboxに関する制御機能を実現（上層の指定に伴い下層サイドのCombobox&lt;br&gt;　　を生成する方式＝つまり、上位のキーワードに従って下位層のcomboboxを作り直す）&lt;br&gt;?Comboboxの指定に一致するDataテーブルの出力についてはdataマトリックス（data_d）に対応する&lt;br&gt;　delflag（テーブルの各行を該当しないデータは表示させないような行対応のフラグ）を生成し、&lt;br&gt;　delflagに従って検索データを表示させる。"
"25","プログラミング教室","Web開発","CSS","","2018-11-12","CSSが効かない(キャッシュ消去で対処）","関連１：CSSが効かない・反映されないときの対処法まとめ&lt;br&gt;関連４：ChromeでCSSが反映されない？キャッシュ消去で対処"
"26","プログラミング教室","Web開発","Jvascript","テーブル","2018-11-10","テーブル行の追加（Copy＆Append)","関連３：javascriptでtableをループ その2-2　　正にやりたいことか。　　　　Sample：jq_copy_add_tbl02.html&lt;br&gt;// 出来上がったJavascriptによるテーブル表示&lt;br&gt;//tbodyノードを取得し、次にCopyしたいテーブル&lt;tr&gt;行objectを取り出す&lt;br&gt;  var tbody = document.getElementById(&#039;my_db-tbody&#039;);&lt;br&gt;  var tr_first = tbody.childNodes[1];　//childNodes[0]はシステム的な定義で出力用はchildNodes[1]&lt;br&gt;// 出力データの1行目はtr_first実体に割り付ける&lt;br&gt;	if (data_d.length&gt;1) {　　2行目以降と同じなので省略　　　	}&lt;br&gt;// tbodyタグ直下のノード（行）を複製し、変数「list」に代入&lt;br&gt;  var list = tbody.childNodes[1].cloneNode(true);&lt;br&gt;  // 複製した行の2番目のセルを指定し、変数「td」に代入&lt;br&gt;  //tr エレメントをtbody内に追加(ここではじめて表示される)&lt;br&gt;          for (i = 2; i &lt; data_d.length; i++){&lt;br&gt;  var list = tbody.childNodes[1].cloneNode(true);&lt;br&gt;              for (j = 0; j &lt; 6; j++){&lt;br&gt;                  //tdエレメントをを生成&lt;br&gt;                    var td = list.childNodes[2*j+3];&lt;br&gt;                  //tdの中に入れたいモノをセット&lt;br&gt;                  td.innerHTML = data_d[i][j];&lt;br&gt;                  //生成したtdをtrにセット&lt;br&gt;              }&lt;br&gt;              //出力データの1行をtbodyの最終行に追加&lt;br&gt;              tbody.appendChild(list);&lt;br&gt;          }&lt;br&gt;&lt;br&gt;関連１：&lt;table&gt;の&lt;tr&gt;行をコピーして追加&lt;br&gt;&lt;br&gt;関連４：【jquery】jqueryを使ってテーブルに新規行を追加する&lt;br&gt;&lt;br&gt;関連２：テーブルの行の中でテキストボックスの動的追加&lt;br&gt;　　　　　後半はコピーして最後にappendする方法&lt;br&gt;function addList(){&lt;br&gt;  var t=document.querySelector(&quot;#personList&quot;);&lt;br&gt;  var r=t.querySelector(&quot;tr:last-child&quot;).cloneNode(true);&lt;br&gt;  t.querySelector(&#039;tbody&#039;).appendChild&reg;;&lt;br&gt;}&lt;br&gt;&lt;br&gt;関連５：(jQuery) clone()をテーブル作成で試す。&lt;br&gt;　　　　Sample：jq_copy_add_tbl01.html"
"27","プログラミング教室","Web開発","Jvascript","テーブル","2018-11-09","checkbox処理","関連１：テーブルは複数列で１列目にチェックボックスが入っています チェックがついた行だけ残したいのですが&lt;br&gt; どのようなjavascriptを組めばよろしいでしょうか？&lt;br&gt;&lt;br&gt;関連４：行クリックでチェックボックスをON/OFFしたい"
"28","プログラミング教室","Web開発","Jvascript","テーブル","2018-11-08","2018.11.08　jqueryによるテーブル表示出力","2018.11.08　jqueryによるテーブル表示出力最も簡単な2次元配列型のDataをテーブル表示する関連１のsampleでDBデータ表示を確認できた。&lt;br&gt;　確認sample：htdocs/JavaS_samp/Js_Table/simple_Jstbl01.php（関連１original）&lt;br&gt;　　　　　　　&rarr;simple_rev_Jstbl01.php（転置的なdataで確認）&lt;br&gt;　　　　　　　&rarr;simple_mat_rev_Jstbl01.php（既存の1次元dataから2次元dataを生成して確認）&lt;br&gt;　　　　　　　&rarr;simple_revmat_Jstbl01.php（2次元dataを転置や行削除生成しての確認）&lt;br&gt;　　　　　　　&rarr;htdocs/WP_APP/App_html/MyDB_search_table_01.php（MyDBのdataを編集して試作確認OK)&lt;br&gt;　　　　　&rarr;今後の検討：Title　Header　check　及び体裁（書式）を含めて最終段階へ&lt;br&gt;　　　　　　注：checkbox項を含めた行追加の方法が分からないため、ダミーの最初の行を作りCopy&lt;br&gt;　　　　　　　　しながらテーブル作成する方法を採用（参考Webは関連２）&lt;br&gt;&lt;br&gt;関連１：【Javascript】表（table）の動的作成&lt;br&gt;関連２：JavaScript / jQueryでtableの行を「追加」「削除」「移動」「変更」させる方法&lt;br&gt;&lt;br&gt;関連４：JavaScript プログラミング講座（Javascriptに関しての詳細解説あり）&lt;br&gt;&lt;br&gt;関連３：【ワテのjQuery講座】テーブルをプログラムで動的に作成する方法【これだ!!】&lt;br&gt;　　　　まずはこれで行こう！&lt;br&gt;&lt;br&gt;関連５：Complex Tables, Simple Code（関連２で紹介のTabulatorのサイト　sample豊富）&lt;br&gt;&lt;br&gt;関連６：Javascript 二次元配列の追加、結合"
"29","プログラミング教室","Web開発","資料","","2018-11-07","DOMを使いこなしてWeb開発","関連１：DOM の編集 （Tools for Web Developers）&lt;br&gt;関連４：【DOM基礎】ノードの取得／属性の取得・設定&lt;br&gt;&lt;br&gt;関連２：DOM関数（属性一覧、Method一覧）&lt;br&gt;&lt;br&gt;関連５：PHP &amp; JavaScript Room（関連２のホームだがphp,javascriptなどWeb開発全般の解説）&lt;br&gt;&lt;br&gt;関連３：デベロッパーズコーナー：DOMプログラミング講座 Ｉ（3）"
"30","プログラミング教室","Web開発","server&amp;client","","2018-11-05","Input処理とサーバーサイド","関連１： PHP工房：フォーム（input、select、textarea）の基礎知識&lt;br&gt;関連４：例で覚えるPHP　第１０回　データ取得&lt;br&gt;&lt;br&gt;関連２：【PHP入門】POST送信、GET送信する方法&lt;br&gt;&lt;br&gt;関連５：PHP $_SERVER $_SERVER [&#039;REQUEST_METHOD&#039;] === &#039;POST&#039;&lt;br&gt;&lt;br&gt;Ajax関連（所有書籍Webエンジニアのためのサバイバル教本：Chapter１０からのsampleなど）&lt;br&gt;　　例?：htdocs/JavaS_samp/Php_Js_Samp/Ajax_simple_01.htmlとsimple_01.php&lt;br&gt;　　　　　　　　Ajax_simple_01.html&rarr;simple_01.php&lt;br&gt;　　例?：htdocs/JavaS_samp/Php_Js_Samp/Ajax_Jq_simp01.htmlとJq_simp01.php　　など"
"31","プログラミング教室","Web開発","My_DB仕様","コンボボックス","2018-11-05","コンボボックス（３）－－方針とまとめ","2018.11.05数日、コンボボックスの仕様と機能実現について検討実施するも全てを備えるコンボボックスの　　実現は現状困難と判断。DB検索の場合の機能（選択と同時取り出しの機能）と新規DB登録の場合の機能&lt;br&gt;　　（選択と入力可だが取り出しは別ボタン）を使い分けることで解決することとした。&lt;br&gt;　　但し、所望の仕様を実現する為には更なる技術の仕込みが必要と実感。丁寧に進めて行く。&lt;br&gt;&lt;br&gt;・コンボボックスのまとめ（詳細は2018.9.28付けのコンボボックス（２）参照）&lt;br&gt;　現状把握しているコンボボックス実現の方法は３種類&lt;br&gt;　?jQuery EasyUI のコンボボックス(ComboBox)＝選択と入力可能だが取り出しは別ボタン必要&lt;br&gt;　　 inputタグでのみ実現　　例：htdocs/JavaS_samp/Combo_Drop/varCombo03.html,Simpl_Combo.html&lt;br&gt;　?selectタグとOptionによる機能＝選択と同時取り出し可能だが入力は出来ない&lt;br&gt;　　 例：htdocs/JavaS_samp/Combo_Drop/Selectbox_01.html－－－－－DB検索機能の実現に採用&lt;br&gt;&lt;br&gt;　?inputタグとdatalistタグ＆optionによる方法＝選択とinputは可能だが同時取り出し不可&lt;br&gt;　　 例：htdocs/JavaS_samp/Combo_Drop/Datalist_Selbox_01.html"
"32","プログラミング教室","Web開発","My_DB仕様","","2018-11-02","サーバに戻らずに画面展開する","関連１：ページ内に別のページを表示したい（インラインフレーム）&lt;br&gt;関連４：jQueryで1ページごとにスクロールして画面遷移させるUIを実装する方法&lt;br&gt;&lt;br&gt;関連２：jQueryの基本まとめ - HTMLを操作しよう&lt;br&gt;&lt;br&gt;関連５：iframe で複数の管理画面を1つの統一されたサイトに見せるパターンのまとめ&lt;br&gt;&lt;br&gt;関連３：JavaScriptで動的にWebページを書き換える【初心者向け】"
"33","プログラミング教室","Web開発","My_DB仕様","","2018-11-02","innerHTML（JavascriptからHTMLの動的書き換え）","関連３：jQueryでテーブルに行を追加する方法－－－この方法で可能の模様。（採用検討）&lt;br&gt;&lt;br&gt;&lt;br&gt;関連１：JavaScript【 innerHTML 】 ～ 表示内容の書き換え&lt;br&gt;&lt;br&gt;関連４：JavaScript / jQueryでtableの行を「追加」「削除」「移動」「変更」させる方法&lt;br&gt;&lt;br&gt;関連２：jQueryでJSONのデータ取得し、テーブルに表示する&lt;br&gt;&lt;br&gt;&lt;br&gt;関連５：jQueryプラグインまとめ（Table)"
"34","プログラミング教室","Web開発","My_DB仕様","","2018-11-01","wordpress My_DBプロジェクト（４）","?2018.11.01　DB新規登録記事作成用のMy_DB組込み用のエディターについてはAloha Editorの適用試験　htdocs/Aloha-Editor-1.4.50中のsrc/demo/simpleindex_B.html　にてテキスト入力とhtml文書の&lt;br&gt;　読み込みが確認できたのでエディター側の方針が決まった。&lt;br&gt;?ここで再びMySQL側に戻り、MySQLを扱うサーバー側処理（主にはphp）と入出力と表示のクライアント側&lt;br&gt;　処理（主にはJavascript）について両者の機能分担も含めてさらに具体化する。&lt;br&gt;&lt;br&gt;仕様（DBアプリのユースケースから使用を検討）&lt;br&gt;１．WPからDBメニューを選択しDB処理に入る。&lt;br&gt;　・MySQLのDBに入り全件取り込み（Select *)その中の主要FieldとOverviewの一覧を表示するが&lt;br&gt;　　主要Fieldのデータはsever&rarr;clientとし、クライアント側の変数（WebStorage利用も検討）とし、&lt;br&gt;　　データ検索の処理と表示がすべてクライアント側で出来るかの確認テストを行う。&lt;br&gt;　　（データ絞り込みの検索処理の殆どはclient側とし、serverに何度も問い合わせしないようにする）&lt;br&gt;２．１件検索後の全文取り出しではサーバーに戻りMySQLからデータを取り出しserver&rarr;clientとし、&lt;br&gt;　　エディターでのデータ修正（編集）を行う。また、新規データ作成時のデータ編集の作業もclient側の&lt;br&gt;　　エディターでの編集を行う。&lt;br&gt;　　編集、新規、削除に伴うclient側主要filedデータの変更を如何に行うかの検討が必要。&lt;br&gt;３．エディター編集の終了時にはclient&rarr;server&rarr;MySQLへの流れとなる処理を検討する。&lt;br&gt;４．上記１，２，３の遣り取りがスムーズに出来るかを確認する。&lt;br&gt;５．また、初期データの作成、MyDBデータのdownload、uploadなどユーティリティ処理を検討する。"
"35","プログラミング教室","Wordpress","CSS","","2018-10-28","Bootstrapまとめ","関連１：w3schools.com（Bootstrap 3 Tutorial）　　　　Bootstrapの各項目についての例題と説明が豊富で参考になる。&lt;br&gt;&lt;br&gt;関連４：いつも隣にITのお仕事（Bootstrapの使い方例題を含む一連の解説シリーズ）&lt;br&gt;&lt;br&gt;&lt;br&gt;関連３：Bootstrapではじめる「簡単＆美味しいサイト」の作り方　～実制作物つき！～&lt;br&gt;　　　　例題HTMLは・・・￥xampphtdocsJavaS_sampBootstrapデモ---実例の例題として参考になる&lt;br&gt;&lt;br&gt;&lt;br&gt;関連６：関連１：公式Bootstrapページ（getbootstrap.com)&lt;br&gt;&lt;br&gt;&lt;br&gt;関連５：CSS3リファレンス &lt;br&gt;&lt;br&gt;&lt;br&gt;関連２：[css] ブートストラップ - &lt;td&gt;に固定幅を設定する方法は？"
"36","プログラミング教室","開発アプリ","エディター","Sample","2018-10-26","文字列の選択機能","関連６：5行でできるjQueryのテキスト選択　　　　注：文字列の選択範囲に関する関連１から５を参考にするも上手く機能せず。ここに戻る。&lt;br&gt;　　　　?htdocs/WP_APP/App_Editor/の　Jque_doc_samp.html　&lt;p&gt;全体の選択だがOK&lt;br&gt;　　　　　$(function(){　この中で関数を定義（htmlロード時に使う関数を定義する必要あり）});を確認&lt;br&gt;　　　　?htdocs/WP_APP/App_Editor/の　Jque_doc_samp01.html　&lt;p&gt;全体の選択だがOK&lt;br&gt;　　　　　$(&quot;#Sel&quot;).select　はボタンclickでも領域全体の選択と確認&lt;br&gt;&lt;br&gt;関連５：jQuery.selection - テキストの選択範囲を自由自在に扱えるjQueryプラグイン&lt;br&gt;　　　　$(function()内に置くことでOK。jquery.selection.jsが必要だが文章の１部の選択ができた。　&lt;br&gt;　　　　sample：htdocs/WP_APP/App_Editor/の　Jque_doc_change_01.html　&lt;br&gt;&lt;br&gt;関連３：jQuery.selection　選択範囲のテキスト操作 / キャレット操作 jQuery プラグイン&lt;br&gt;　　　　$(function()内に置くことでOK。選択、大文字にする、hrefを入れるなどもOK。&lt;br&gt;　　　　Sample：htdocs/WP_APP/App_Editor/の　Jque_doc_change.html&lt;br&gt;&lt;br&gt;注：上手くいかず&lt;br&gt;関連１：表示文章中の、指定の単語だけを動的に強調表示(ハイライト)する方法　&lt;br&gt;　　　　2018.10.27　Sampleテスト中：htdocs/WP_APP/App_Editor　doc_change.html&lt;br&gt;関連４：選択した文字列をハイライト表示するブックマークレットを作ってみた&lt;br&gt;関連２：[javascript] 要素内のテキストを選択する（マウスで強調表示に似ています）"
"37","プログラミング教室","開発アプリ","エディター","Sample","2018-10-25","フリーのHTMLエディター（Aloha Editor）を組み込む","関連４：HTML5対応の軽量WYSIWYGエディタ「Aloha Editor」　　　　2018.10.24版をdownload　Demoなど試したところColor設定はなさそうだが、文字大きさ、Bold,&lt;br&gt;　　　　リンクなどあって使えそう。まずはAloha Editorを採用することで進める。&lt;br&gt;　　　　Aloha EditorをWeb組込みした起動可能な例はdownloadしたhtdocs/Aloha-Editor-1.4.50中の&lt;br&gt;　　　　?src/demo/simpleindex.html　などに習えばよい。&lt;br&gt;　　　　更にsrc/demoの中にWebアプリとしての体裁を持つもの２つのテストを実施。&lt;br&gt;　　　　?src/demo/demo-app/textarea.html　－Editorメニューが現れないなどエラー発生&lt;br&gt;　　　　?src/demo/boilerplate/index.html　－本格アプリの様相でEditorメニューも更に充実テストOK&lt;br&gt;&lt;br&gt;　　　　&lt;br&gt;&lt;br&gt;&lt;br&gt;関連１：TinyMCEを設置する&lt;br&gt;　　　　xampp2中にダウンロードしてテスト用のtest.htmlにて組込みイメージを確認&lt;br&gt;&lt;br&gt;&lt;br&gt;&lt;br&gt;　　　　"
